Property.Address.Longitude,Property.Address.Latitude,Price,SizeInternal,Price/SizeInternal_frozen,Building.BathroomTotal,Building.Bedrooms,Building.StoriesTotal,Building.Type,Property.Price,Property.Type,Property.Address.AddressText,Property.Parking[0].Name,Property.ParkingSpaceTotal,Property.TypeId,Property.ZoningType,Property.AmmenitiesNearBy,Property.ParkingType,PostalCode,Building.SizeExterior,Property.Parking[1].Name,Property.OwnershipType,Property.Parking[2].Name,Building.UnitTotal
-73.578687,45.489532,689000,738,933,2,3,20,Apartment,"$689,000",Single Family,"2020 Boul. René-Lévesque O.|#911|Montréal (Ville-Marie), Quebec H3H0B3",,,300,Residential,"Highway, CEGEP, Hospital, Park, Public Transit, University",,H3H0B3,,,Condominium/Strata,,
-73.574184,45.46497,635000,856.8,741,2,5,2,Apartment,"$635,000",Single Family,"3918 Rue Newmarch|Montréal (Verdun/Île-des-Soeurs), Quebec H4G1G8",,,300,Residential,"Highway, Hospital, Park, Schools, Public Transit",,H4G1G8,,,Condominium/Strata,,
-73.558671,45.494718,699000,956.91,730,2,3,197,Apartment,"$699,000",Single Family,"1000 Rue Ottawa|#609|Montréal (Le Sud-Ouest), Quebec H3C0P3",Garage,1,300,Residential,"Highway, Hospital, Park, Public Transit","Garage, Integrated Garage",H3C0P3,,Integrated Garage,Condominium/Strata,,
-73.737033,45.535935,660000,935.35,705,2,5,1,House,"$660,000",Single Family,"3700 2e Rue|Laval (Chomedey), Quebec H1V1H8",Other,2,300,Residential,"Highway, CEGEP, Hospital, Park, Schools",Other,H1V1H8,7243.47 sqft,,,,
-73.55965353,45.54216772,669000,990,675,2,3,7,Apartment,"$669,000",Single Family,"3043 Rue Sherbrooke E.|#PH27|Montréal (Rosemont/La Petite-Patrie), Quebec H1W0B9",Garage,1,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University",Garage,H1W0B9,,,Condominium/Strata,,
-73.575733,45.523375,640000,1011.8066,632,2,3,3,Apartment,"$640,000",Single Family,"4141 Rue St-Hubert|#1|Montréal (Le Plateau-Mont-Royal), Quebec H2L4A7",,,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University",,H2L4A7,,,Condominium/Strata,,
-73.663116,45.45691,699000,1130.2095,618,2,5,1,House,"$699,000",Single Family,"8105 Av. Sunnyhurst|Côte-Saint-Luc, Quebec H4X1A7",Other,3,300,Residential,"Golf Course, Park, Schools, Public Transit",Other,H4X1A7,108 m2,,,,
-73.56746683,45.48805617,664500,1078,616,2,3,7,Apartment,"$664,500 +  GST +  QST",Single Family,"385 Rue St-Martin|#611|Montréal (Le Sud-Ouest), Quebec H3J1W1",,,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University",,H3J1W1,,,Condominium/Strata,,
-73.56556166,45.48766953,671000,1092,614,2,3,8,Apartment,"$671,000 +  GST +  QST",Single Family,"288 Rue Richmond|#743|Montréal (Le Sud-Ouest), Quebec H3J1S1",Garage,1,300,Residential,,Garage,H3J1S1,,,Condominium/Strata,,
-73.59008,45.523022,548000,904.1676,606,2,3,2,Apartment,"$548,000",Single Family,"79 Rue Marmette|Montréal (Le Plateau-Mont-Royal), Quebec H2T1J7",,,300,Residential,,,H2T1J7,,,Undivided Co-ownership,,
-73.712877,45.517487,698000,1155,604,2,3,5,Apartment,"$698,000",Single Family,"2475 Rue des Équinoxes|#202|Montréal (Saint-Laurent), Quebec H4R0N7",Garage,2,300,Residential,"Highway, Park, Schools, Public Transit",Garage,H4R0N7,,,Condominium/Strata,,
-73.662204,45.503283,695000,1151.7373,603,2,3,7,Apartment,"$695,000",Single Family,"2335 Ch. Manella|#203|Mont-Royal, Quebec H4P0B3",Garage,1,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University",Garage,H4P0B3,107 m2,,Condominium/Strata,,
-73.564296,45.518344,619000,1025.8,603,2,3,2,Apartment,"$619,000",Single Family,"815 Rue Ontario E.|#225|Montréal (Ville-Marie), Quebec H2L1P1",,,300,Residential,"Public Transit, University",,H2L1P1,,,Condominium/Strata,,
-73.687331,45.499694,679000,1126,603,2,4,1,House,"$679,000",Single Family,"600 Rue Brunet|Montréal (Saint-Laurent), Quebec H4M1X8",Other,2,300,Residential,"Highway, Hospital, Park, Schools, Public Transit",Other,H4M1X8,1124.61 sqft,,,,
-73.59008,45.523022,698000,1173.2650999999998,594,2,3,2,Apartment,"$698,000",Single Family,"81 Rue Marmette|Montréal (Le Plateau-Mont-Royal), Quebec H2T1J7",,,300,Residential,,,H2T1J7,,,Undivided Co-ownership,,
-73.575217,45.49219,650000,1100,590,2,3,12,Apartment,"$650,000",Single Family,"1070 Rue St-Mathieu|#101|Montréal (Ville-Marie), Quebec H3H2S8",Garage,2,300,Residential/Commercial,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University","Garage, Integrated Garage",H3H2S8,,Integrated Garage,Condominium/Strata,,
-73.67543353,45.50200998,648000,1101.15,588,2,5,1,House,"$648,000",Single Family,"237 Rue Tait|Montréal (Saint-Laurent), Quebec H4M2K4",Other,2,300,,"Highway, CEGEP, Hospital, Park, Schools, Public Transit",Other,H4M2K4,,,,,
-73.55180476,45.480051,629000,1087.1539,578,2,3,6,Apartment,"$629,000",Single Family,"291 Rue Bourgeoys|#5|Montréal (Le Sud-Ouest), Quebec H3K0B5",Integrated Garage,1,300,Residential,"Park, Schools, Public Transit, University","Integrated Garage, Garage",H3K0B5,,Garage,Condominium/Strata,,
-73.71193448,45.51804937,598000,1044.0982999999999,572,2,3,5,Apartment,"$598,000",Single Family,"2300 Rue Wilfrid-Reid|#404|Montréal (Saint-Laurent), Quebec H4R0N6",Garage,1,300,Residential,"Highway, CEGEP, Park, Schools, Public Transit","Garage, Integrated Garage",H4R0N6,,Integrated Garage,Condominium/Strata,,
-73.628406,45.515285,688000,1205.5567999999998,570,2,3,4,Apartment,"$688,000",Single Family,"2285 Av. Ekers|#201|Mont-Royal, Quebec H3S1C6",Integrated Garage,1,300,Residential,"Highway, CEGEP, Park, Schools, Public Transit, University","Integrated Garage, Garage",H3S1C6,,Garage,Condominium/Strata,,
-73.569577,45.492185,659000,1154.97,570,2,3,3,Apartment,"$659,000",Single Family,"1485 Rue St-Jacques|#8|Montréal (Ville-Marie), Quebec H3C6L7",Other,1,300,Residential,"Highway, Hospital, Public Transit",Other,H3C6L7,,,Condominium/Strata,,
-73.552278,45.479712,619000,1087.1539,569,2,3,3,Apartment,"$619,000",Single Family,"301 Rue Bourgeoys|#5|Montréal (Le Sud-Ouest), Quebec H3K0B5",Garage,1,300,Residential,"Highway, Hospital, Park, Schools, Public Transit, University",Garage,H3K0B5,,,Condominium/Strata,,
-73.64734919,45.49405314,673702,1185,568,2,3,11,Apartment,"$673,702 +  GST +  QST",Single Family,"5175 Rue MacKenzie|#1002|Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quebec H3W1B6",Garage,1,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University",Garage,H3W1B6,,,Condominium/Strata,,
-73.56233177,45.50996574,658000,1163.58,565,2,3,6,Apartment,"$658,000",Single Family,"1205 Rue St-Dominique|#503|Montréal (Ville-Marie), Quebec H2X2W3",Integrated Garage,1,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University","Integrated Garage, Garage",H2X2W3,,Garage,Condominium/Strata,,
-73.56676321,45.49450781,649000,1150,564,2,3,17,Apartment,"$649,000",Single Family,"1280 Rue St-Jacques|#302|Montréal (Ville-Marie), Quebec H3C0G1",Garage,1,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Ski hill, Public Transit, University","Garage, Integrated Garage",H3C0G1,,Integrated Garage,Condominium/Strata,,
-73.78279117,45.45141363,650000,1154,563,2,3,6,Apartment,"$650,000",Single Family,"6 Av. Donegani|#607|Pointe-Claire, Quebec H9R0E4",Garage,2,300,Residential,"Highway, CEGEP, Golf Course, Hospital, Park, Schools, Public Transit",Garage,H9R0E4,,,Condominium/Strata,,
-73.55329696,45.44903019,699000,1251.84,558,2,3,7,Apartment,"$699,000",Single Family,"201 Ch. de la Pointe-Sud|#316|Montréal (Verdun/Île-des-Soeurs), Quebec H3E0A2",Garage,2,300,Residential,"Highway, Golf Course, Park, Public Transit",Garage,H3E0A2,,,Condominium/Strata,,
-73.664224,45.434793,502900,905,555,2,3,10,Apartment,"$502,900 +  GST +  QST",Single Family,"303 Boul. St-Joseph|#606|Montréal (Lachine), Quebec H8S2K9",,,300,Residential,"Highway, CEGEP, Golf Course, Hospital, Park, Schools, Public Transit",,H8S2K9,,,Condominium/Strata,,
-73.55630953,45.50636274,610000,1108.6816999999999,550,2,3,10,Apartment,"$610,000",Single Family,"10 Rue St-Jacques|#504|Montréal (Ville-Marie), Quebec H2Y1L3",Garage,1,300,Residential,"Highway, Hospital, Park, Schools, Public Transit, University",Garage,H2Y1L3,,,Condominium/Strata,,
-73.690632,45.515097,599000,1097.9178,545,2,4,2,House,"$599,000",Single Family,"1380 Rue Crevier|Montréal (Saint-Laurent), Quebec H4L2W9",Other,4,300,Residential,"Highway, CEGEP, Golf Course, Hospital, Park, Schools, Public Transit",Other,H4L2W9,,,,,
-73.690632,45.515097,599000,1097.9178,545,2,4,2,House,"$599,000",Single Family,"1380 Rue Crevier|Montréal (Saint-Laurent), Quebec H4L2W9",Other,4,300,Residential,"Highway, CEGEP, Golf Course, Hospital, Park, Schools, Public Transit",Other,H4L2W9,,,,,
-73.615317,45.469267,649900,1194.7929,543,2,3,2,Apartment,"$649,900",Single Family,"2265 Av. de Melrose|Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quebec H4A2R7",Other,1,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University",Other,H4A2R7,,,Undivided Co-ownership,,
-73.566014,45.53326,679000,1250,543,2,4,3,Apartment,"$679,000",Single Family,"4153A Av. des Érables|Montréal (Le Plateau-Mont-Royal), Quebec H2K3V7",Other,1,300,Residential,"Hospital, Park, Schools, Public Transit",Other,H2K3V7,,,Condominium/Strata,,
-73.693894,45.537142,672000,1248.6124,538,2,3,2,House,"$672,000",Single Family,"11830 Rue Philippe-Hébert|Montréal (Ahuntsic-Cartierville), Quebec H3M2M8",Other,2,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit",Other,H3M2M8,,,,,
-73.610761,45.472165,699000,1300,537,2,4,2,Apartment,"$699,000",Single Family,"2239 Av. Girouard|Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quebec H4A3C4",Other,1,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University",Other,H4A3C4,1300 sqft,,Undivided Co-ownership,,
-73.711552,45.441099,669000,1270.1402,526,2,3,2,House,"$669,000",Single Family,"340 50e Avenue|Montréal (Lachine), Quebec H8T2T6",Other,2,300,Residential,"Highway, CEGEP, Park, Schools, Public Transit",Other,H8T2T6,,,,,
-73.801268,45.491155,588000,1120,525,2,4,1,House,"$588,000",Single Family,"12 Rue Hyman|Dollard-Des Ormeaux, Quebec H9B1L3",Integrated Garage,5,300,Residential,"Highway, CEGEP, Hospital, Park, Schools","Integrated Garage, Other, Garage",H9B1L3,,Other,,Garage,
-73.616518,45.422895,599900,1150,521,2,3,2,House,"$599,900",Single Family,"1025 34e Avenue|Montréal (LaSalle), Quebec H8P3A1",Other,1,300,Residential,"Highway, Hospital, Park, Schools, Public Transit",Other,H8P3A1,1150 sqft,,,,
-73.5695141,45.54308512,524800,1022.5704999999999,513,2,3,4,Apartment,"$524,800",Single Family,"2600 Place Chassé|#112|Montréal (Rosemont/La Petite-Patrie), Quebec H1Y0A9",Garage,1,300,Residential,"CEGEP, Golf Course, Hospital, Park, Schools, Public Transit, University","Garage, Integrated Garage",H1Y0A9,,Integrated Garage,Condominium/Strata,,
-73.647901,45.499191,645000,1265,509,2,3,12,Apartment,"$645,000",Single Family,"4293 Rue Jean-Talon O.|#507|Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quebec H4P0B2",Garage,1,300,Residential,"Highway, Hospital, Park, Schools, Public Transit, University",Garage,H4P0B2,1397 sqft,,Condominium/Strata,,
-73.573966,45.542214,559000,1097,509,2,3,8,Apartment,"$559,000",Single Family,"2530 Place Michel-Brault|#148|Montréal (Rosemont/La Petite-Patrie), Quebec H1Y0B6",,,300,Residential,,,H1Y0B6,,,Condominium/Strata,,
-73.555031,45.517325,599000,1179,508,2,3,3,Apartment,"$599,000",Single Family,"1221 Rue Wolfe|#7|Montréal (Ville-Marie), Quebec H2L3J2",Other,1,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University",Other,H2L3J2,,,Condominium/Strata,,
-73.547305,45.468144,699000,1377.7792,507,2,3,6,Apartment,"$699,000",Single Family,"220 Ch. du Golf|#301|Montréal (Verdun/Île-des-Soeurs), Quebec H3E2A7",Garage,1,300,Residential,"Highway, Golf Course, Park, Schools, Public Transit",Garage,H3E2A7,,,Condominium/Strata,,
-73.60876326,45.4469665,485000,967,501,2,3,12,Apartment,"$485,000",Single Family,"1800 Boul. Angrignon|#711|Montréal (LaSalle), Quebec H8N0B8",Garage,1,300,Residential,"Highway, CEGEP, Hospital, Park",Garage,H8N0B8,,,Condominium/Strata,,
-73.66279,45.479921,679000,1367.0153,496,2,3,13,Apartment,"$679,000",Single Family,"5845 Av. Marc-Chagall|#310|Côte-Saint-Luc, Quebec H4W3K4",Integrated Garage,2,300,Residential,"Park, Schools, Public Transit","Integrated Garage, Garage",H4W3K4,,Garage,Condominium/Strata,,
-73.60596327,45.44867677,619000,1248.6124,495,2,3,7,Apartment,"$619,000",Single Family,"7000 Rue Allard|#783|Montréal (LaSalle), Quebec H8N1Y7",Garage,1,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit","Garage, Integrated Garage",H8N1Y7,,Integrated Garage,Condominium/Strata,,
-73.637237,45.464665,600000,1218.47,492,2,3,3,Apartment,"$600,000",Single Family,"6680 Rue de Terrebonne|#103|Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quebec H4B1B8",Integrated Garage,1,300,Residential,,"Integrated Garage, Garage",H4B1B8,,Garage,Condominium/Strata,,
-73.652096,45.489495,689000,1399.307,492,2,3,12,Apartment,"$689,000",Single Family,"6803 Rue Abraham-De Sola|#102|Côte-Saint-Luc, Quebec H3X4B3",Garage,3,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University",Garage,H3X4B3,,,Condominium/Strata,,
-73.59556397,45.52167289,659000,1345.4875,489,2,3,2,Apartment,"$659,000",Single Family,"5153Z Av. de l'Esplanade|Montréal (Le Plateau-Mont-Royal), Quebec H2T2Z3",,,300,Residential,"CEGEP, Hospital, Park, Schools, Public Transit, University",,H2T2Z3,,,Undivided Co-ownership,,
-73.61596936,45.48322638,698000,1426,489,2,3,11,Apartment,"$698,000",Single Family,"4850 Ch. de la Côte-St-Luc|#74|Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quebec H3W2H2",Garage,2,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University",Garage,H3W2H2,,,Undivided Co-ownership,,
-73.49300071,45.47375386,649000,1355,478,2,5,2,House,"$649,000",Single Family,"635 Place Villars|Brossard, Quebec J4W1W3",Other,3,300,Residential,"Highway, CEGEP, Golf Course, Hospital, Park, Schools, Public Transit, University",Other,J4W1W3,,,,,
-73.60646707,45.44840332,489000,1030,474,2,3,7,Apartment,"$489,000",Single Family,"7000 Rue Allard|#361|Montréal (LaSalle), Quebec H8N1Y7",Garage,1,300,Residential,"Highway, CEGEP, Park, Schools, Public Transit",Garage,H8N1Y7,,,Condominium/Strata,,
-73.590575,45.537305,548305,1155,474,2,3,4,Apartment,"$548,305 +  GST +  QST",Single Family,"5595 Rue De Lanaudière|#422|Montréal (Rosemont/La Petite-Patrie), Quebec H2G0A1",Garage,1,300,Residential,,Garage,H2G0A1,,,Condominium/Strata,,
-73.558249,45.525545,599000,1270.1402,471,2,3,3,Apartment,"$599,000",Single Family,"1919 Av. Papineau|Montréal (Ville-Marie), Quebec H2K4J3",Other,1,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit",Other,H2K4J3,,,Condominium/Strata,,
-73.607895,45.448562,579000,1230,470,2,3,8,Apartment,"$579,000",Single Family,"7040 Rue Allard|#725|Montréal (LaSalle), Quebec H8N0C9",Garage,1,300,Residential,,Garage,H8N0C9,,,Condominium/Strata,,
-73.702019,45.532775,549888,1184,464,2,6,1,House,"$549,888",Single Family,"11874 Rue Filion|Montréal (Ahuntsic-Cartierville), Quebec H4J1T5",Garage,1,300,Residential,"Highway, CEGEP, Hospital, Park, Schools",Garage,H4J1T5,,,,,
-73.71683797,45.50754592,549000,1182.95,464,2,3,4,Apartment,"$549,000",Single Family,"3035 Av. Ernest-Hemingway|#207|Montréal (Saint-Laurent), Quebec H4R0A9",Garage,2,300,Residential,"Highway, Park, Schools, Public Transit","Garage, Integrated Garage, Other",H4R0A9,,Integrated Garage,Condominium/Strata,Other,
-73.629235,45.475459,695000,1500,463,2,4,2,Apartment,"$695,000",Single Family,"4577-4579 Av. de Melrose|Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quebec H4A2S8",Integrated Garage,3,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University","Integrated Garage, Garage, Other",H4A2S8,,Garage,Undivided Co-ownership,Other,
-73.549086,45.527403,649000,1409,460,2,3,3,Apartment,"$649,000",Single Family,"1438 Rue Fullum|Montréal (Ville-Marie), Quebec H2K3M1",,,300,Residential,"CEGEP, Hospital, Park, Schools, Public Transit",,H2K3M1,,,Condominium/Strata,,
-73.65311676,45.49828348,639000,1392,459,2,4,8,Apartment,"$639,000",Single Family,"5077 Rue Paré|#805|Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quebec H4P1P4",Garage,2,300,Residential/Commercial,,Garage,H4P1P4,,,Condominium/Strata,,
-73.57601158,45.50784079,698000,1522.01,458,3,3,3,Apartment,"$698,000",Single Family,"3528 Rue Aylmer|#1|Montréal (Le Plateau-Mont-Royal), Quebec H2X2B8",Other,1,300,Residential,"CEGEP, Hospital, Park, Public Transit, University",Other,H2X2B8,,,Condominium/Strata,,
-73.615956,45.483231,650000,1426,455,2,3,11,Apartment,"$650,000",Single Family,"4850 Ch. de la Côte-St-Luc|#54|Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quebec H3W2H2",Garage,1,300,Residential,,Garage,H3W2H2,,,Undivided Co-ownership,,
-73.57501,45.524837,479000,1054.8622,454,2,3,3,Apartment,"$479,000",Single Family,"4150 Rue de Mentana|#1|Montréal (Le Plateau-Mont-Royal), Quebec H2L3S2",,,300,Residential,"Hospital, Park, Schools, Public Transit",,H2L3S2,,,Condominium/Strata,,
-73.629747,45.439677,579900,1280.9041,452,2,3,1,House,"$579,900",Single Family,"2376 Rue Chopin|Montréal (LaSalle), Quebec H8N2H6",Integrated Garage,2,300,Residential,"Highway, CEGEP, Hospital, Schools, Public Transit","Integrated Garage, Other, Garage",H8N2H6,119.8 m2,Other,,Garage,
-73.70044,45.529481,525000,1162.5012,451,2,5,1,House,"$525,000",Single Family,"11761 Rue Lavigne|Montréal (Ahuntsic-Cartierville), Quebec H4J1X7",Other,2,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit",Other,H4J1X7,,,,,
-73.587096,45.518428,499000,1108.6816999999999,450,2,3,3,Apartment,"$499,000",Single Family,"4477 Av. de l'Esplanade|#2|Montréal (Le Plateau-Mont-Royal), Quebec H2W1T2",,,300,Residential,"Hospital, Park, Schools, Public Transit, University",,H2W1T2,,,Condominium/Strata,,
-73.49419772,45.45684961,694900,1552,447,2,4,1,House,"$694,900",Single Family,"235 Rue St-Maurice|Brossard, Quebec J4X2X1",Garage,2,300,Residential,"Highway, Park, Schools","Garage, Other",J4X2X1,,Other,,,
-73.57468,45.503219,599000,1345.4875,445,2,4,11,Apartment,"$599,000",Single Family,"900 Rue Sherbrooke O.|#41|Montréal (Ville-Marie), Quebec H3A1G3",,,300,Residential,"CEGEP, Hospital, Schools, Public Transit, University",,H3A1G3,,,Condominium/Strata,,
-73.650152,45.447984,659000,1485.4181999999998,443,2,4,2,House,"$659,000",Single Family,"168 Av. Milton|Montréal (Lachine), Quebec H8R0A1",,,300,Residential,,,H8R0A1,58.9 m2,,,,
-73.607895,45.448562,499900,1130.2095,442,2,3,15,Apartment,"$499,900",Single Family,"7051 Rue Allard|#110|Montréal (LaSalle), Quebec H8N0C8",Garage,1,300,,"Highway, CEGEP, Hospital, Park, Schools, Public Transit",Garage,H8N0C8,,,Condominium/Strata,,
-73.546387,45.544765,550000,1250,440,2,3,3,Apartment,"$550,000 +  GST +  QST",Single Family,"2059 Rue Aylwin|Montréal (Mercier/Hochelaga-Maisonneuve), Quebec H1W3C4",Other,1,300,Residential,"Highway, CEGEP, Park, Schools, Public Transit",Other,H1W3C4,,,Undivided Co-ownership,,
-73.748976,45.522717,700000,1591,439,2,3,12,Apartment,"$700,000",Single Family,"4500 Prom. Paton|#101|Laval (Chomedey), Quebec H7W4Y6",Garage,2,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit","Garage, Integrated Garage",H7W4Y6,,Integrated Garage,Condominium/Strata,,
-73.60301908,45.448663,449000,1022.5704999999999,439,2,3,4,Apartment,"$449,000",Single Family,"6845 Av. Lamont|Montréal (Le Sud-Ouest), Quebec H4E2T8",Other,1,300,,"Highway, CEGEP, Hospital, Park, Schools, Ski hill, Public Transit",Other,H4E2T8,,,Condominium/Strata,,
-73.49496272,45.45245785,645000,1469,439,2,3,15,Apartment,"$645,000",Single Family,"8120 Boul. St-Laurent|#803|Brossard, Quebec J4X2P2",Garage,2,300,Residential,"Highway, CEGEP, Park, Public Transit","Garage, Integrated Garage",J4X2P2,,Integrated Garage,Condominium/Strata,,
-73.607355,45.426113,539000,1237.9,435,2,3,3,Apartment,"$539,000",Single Family,"7961 Rue George|#302|Montréal (LaSalle), Quebec H8P3S5",Integrated Garage,1,300,Residential,"CEGEP, Hospital, Park, Schools, Public Transit","Integrated Garage, Garage",H8P3S5,,Garage,Condominium/Strata,,
-73.55595,45.480815,699000,1614.585,432,2,3,2,House,"$699,000",Single Family,"1880 Rue Favard|Montréal (Le Sud-Ouest), Quebec H3K1Y6",,,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University",,H3K1Y6,,,,,
-73.586525,45.5385,549000,1280.9041,428,2,3,4,Apartment,"$549,000",Single Family,"9615 Av. Papineau|#430|Montréal (Ahuntsic-Cartierville), Quebec H2B1Z6",Garage,1,300,Residential,"CEGEP, Park, Schools, Public Transit",Garage,H2B1Z6,,,Condominium/Strata,,
-73.5850942,45.49773322,582750,1365,426,2,3,11,Apartment,"$582,750",Single Family,"1520 Av. du Docteur-Penfield|#54|Montréal (Ville-Marie), Quebec H3G1C6",,,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University",,H3G1C6,,,Undivided Co-ownership,,
-73.585959,45.497811,570000,1336,426,2,3,11,Apartment,"$570,000",Single Family,"1545 Av. du Docteur-Penfield|#209|Montréal (Ville-Marie), Quebec H3G1C7",Garage,1,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University",Garage,H3G1C7,,,Undivided Co-ownership,,
-73.606606,45.427076,629000,1475,426,2,3,3,Apartment,"$629,000",Single Family,"7891 Rue George|#301|Montréal (LaSalle), Quebec H8P3S5",Garage,2,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit",Garage,H8P3S5,,,Condominium/Strata,,
-73.552367,45.547863,499000,1172,425,2,3,3,Apartment,"$499,000",Single Family,"2570 Rue De Chambly|Montréal (Mercier/Hochelaga-Maisonneuve), Quebec H1W3J7",Other,1,300,Residential,"Highway, CEGEP, Golf Course, Hospital, Park, Schools",Other,H1W3J7,,,Undivided Co-ownership,,
-73.61474351,45.44128678,618000,1453.13,425,2,3,2,House,"$618,000",Single Family,"7260 Rue Chouinard|Montréal (LaSalle), Quebec H8N2Z4",Garage,2,300,,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University","Garage, Integrated Garage, Other",H8N2Z4,,Integrated Garage,,Other,
-73.667478,45.527889,650000,1528.4738,425,2,3,9,Apartment,"$650,000",Single Family,"160 Rue Khalil-Gibran|#401|Montréal (Saint-Laurent), Quebec H4N0A9",Integrated Garage,1,300,Residential,"Highway, CEGEP, Park, Schools, Public Transit","Integrated Garage, Garage",H4N0A9,,Garage,Condominium/Strata,,
-73.576339,45.488698,420000,990.2787999999999,424,2,3,3,Apartment,"$420,000",Single Family,"2052 Rue St-Antoine O.|Montréal (Le Sud-Ouest), Quebec H3J1A6",,,300,,"Highway, Park, Public Transit, University",,H3J1A6,,,Condominium/Strata,,
-73.603519,45.541333,699000,1655,422,2,3,3,Apartment,"$699,000",Single Family,"1279A Rue St-Zotique E.|Montréal (Rosemont/La Petite-Patrie), Quebec H2S1N8",Other,1,300,Residential,,Other,H2S1N8,,,Condominium/Strata,,
-73.69644789,45.52934556,498000,1184.029,420,2,3,1,House,"$498,000",Single Family,"11590 Rue Filion|Montréal (Ahuntsic-Cartierville), Quebec H4J1T1",Garage,3,300,Residential,"Highway, Hospital, Schools","Garage, Integrated Garage, Other",H4J1T1,,Integrated Garage,,Other,
-73.565878,45.51970073,599900,1431.5987,419,3,3,3,Apartment,"$599,900",Single Family,"868 Rue Sherbrooke E.|Montréal (Ville-Marie), Quebec H2L1K9",,,300,Residential,"Highway, Hospital, Public Transit",,H2L1K9,,,Condominium/Strata,,
-73.6684266,45.5282239,639900,1528.4738,418,2,3,9,Apartment,"$639,900",Single Family,"950 Boul. Lebeau|#209|Montréal (Saint-Laurent), Quebec H4N0A4",Garage,1,300,Residential,"Highway, Golf Course, Hospital, Park, Schools, Public Transit",Garage,H4N0A4,,,Condominium/Strata,,
-73.660806,45.474467,599900,1436,417,2,3,16,Apartment,"$599,900",Single Family,"6785 Crois. Korczak|#603|Côte-Saint-Luc, Quebec H4W2W6",Garage,2,300,Residential,,Garage,H4W2W6,,,Condominium/Strata,,
-73.49945847,45.49824757,498000,1206,412,2,3,3,Apartment,"$498,000",Single Family,"14 Av. Ste-Hélène|#6|Saint-Lambert, Quebec J4R1S2",Integrated Garage,1,300,Residential,"Highway, CEGEP, Golf Course, Hospital, Park, Schools, Public Transit, University","Integrated Garage, Garage",J4R1S2,,Garage,Condominium/Strata,,
-73.55451441,45.55269034,529900,1285,412,2,3,4,Apartment,"$529,900 +  GST +  QST",Single Family,"3950 Rue Sherbrooke E.|#417|Montréal (Mercier/Hochelaga-Maisonneuve), Quebec H1X2A6",,,300,Residential,,,H1X2A6,,,Condominium/Strata,,
-73.56169812,45.52711577,649000,1575,412,2,3,5,Apartment,"$649,000 +  GST +  QST",Single Family,"2095 Av. Papineau|#502|Montréal (Ville-Marie), Quebec H2K4J5",Garage,1,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University",Garage,H2K4J5,,,Condominium/Strata,,
-73.651045,45.488976,629000,1528.4738,411,2,3,16,Apartment,"$629,000",Single Family,"6800 Av. MacDonald|#902|Côte-Saint-Luc, Quebec H3X3Z2",Garage,2,300,,"Highway, Hospital, Park, Public Transit",Garage,H3X3Z2,,,Condominium/Strata,,
